geo_id,highway,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,utils
0,primary,11,8,4,3,3,1,9,18,14,17,30,31,72,45,30,28,38,29,24,29,26,19,19,16,1,1,0,0,0,0,1,2,8,17,14,27,17,22,12,20,9,13,7,7,9,8,6,5,730
